url,title,description
https://www.alation.com/blog/challenges-of-working-with-big-data-beyond-the-3vs/,"Challenges of Working with Big Data: Beyond the 3Vs | Alation","Learn about the challenges of working with big data, even beyond the 3Vs of volume, velocity, and variety."
https://www.alation.com/blog/data-analysts-spend-a-lot-of-time-finding-and-understanding-data/,"Data Analysts Spend A Lot of Time Finding and Understanding Data | Alation","Dive deeper into the big data challenges facing data analysts and data engineers, and learn how they can be mitigated."
https://www.alation.com/blog/what-is-a-data-fabric/,"What Is a Data Fabric? How Does a Data Catalog Support It? | Alation","Curious to know what is a data fabric, and how a data catalog can support it? We can help you with that. Click here to learn more today."
https://www.alation.com/blog/data-catalogs-simplify-search-and-discovery/,"How do data catalogs simplify search & discovery? | Alation",A data catalog makes it easy to search all enterprise data to discover exactly what you need. Learn about the key features of data catalog search & discovery.
https://www.alation.com/blog/how-to-ensure-continuous-improvement-data-governance/,"How to Ensure Continuous Improvement With Data Governance | Alation",Curious on how to ensure continuous improvement with data governance? We got you covered. Keep reading to learn the best steps to an effective process.
https://www.alation.com/blog/reasons-to-choose-alation-snowflake/,"10 Reasons to Choose Alation with Snowflake | Alation",Alation and Snowflake enable organizations to better understand their data and govern data in the cloud. Discover the top reasons to use Alation for your Snowflake Data Cloud.
https://www.alation.com/blog/data-quality-in-data-governance/,"How to Deliver Data Quality with Data Governance | Alation","Find out how to cover data quality in data governance with Ryan Doupe's, CDO of American Fidelity, 9-step framework today. You won't want to miss this process!"
https://www.alation.com/blog/alation-and-tableau-data-rich-to-data-driven/,"Alation and Tableau: From Data Rich to Data Driven | Alation",Why is being data-driven an important goal? Find out today as we explain how Alation and Tableau help you bring data to everyone. Learn more!
https://www.alation.com/blog/trustcheck-from-alation-in-conversation-with-peter-burris/,"TrustCheck from Alation: In Conversation with Peter Burris | Alation",TrustCheck guides you to desired behavior while ensuring accuracy as you’re creating a query or a dashboard. Learn more.
https://www.alation.com/blog/alation-launches-open-data-quality-framework/,"Alation Launches Open Data Quality Framework | Alation",Alation is launching its Open Data Quality Initiative to address the challenges of data quality. Don't miss out! Learn more about it today!
https://www.alation.com/blog/cataloging-microstrategy/,"Cataloging MicroStrategy | Alation",Alation’s automatic cataloging of MicroStrategy reports and dashboards can be complemented with grassroots cataloging to deliver a modern approach to data governance. Learn more.
https://www.alation.com/blog/4gs-data-governance-team/,"The 4G’s of Data Governance: Your Team's Expectation | Alation",What are the 4G's of data governance? How does this affect my data governance team? Keep reading to learn how you can go from grumpy to giddy with good data!
https://www.alation.com/blog/ai-and-ml-in-model-governance/,"The Role of AI and ML in Model Governance | Alation","In part two of this series, we dive more deeply into AI/ML and data lineage, in the cloud and more. Learn how they play into model governance today."
https://www.alation.com/blog/data-culture-journey-best-practices-in-data-governance/,"Accelerate Your Data Culture Journey: Data Governance | Alation","Why should my organization embrace data governance? As the third part of our “Accelerating The Journey to Data Culture” series, you'll find out why! Learn more."
https://www.alation.com/blog/building-better-leaders-at-alation/,"Building Better Leaders at Alation | Alation","If you’re unfamiliar with our mission at Alation, it’s to empower a curious & rational world. Keep reading to find out how we go about building better leaders."
https://www.alation.com/blog/how-data-ethics-support-governance-monetisation/,"How Data Ethics Supports Governance & Monetisation | Alation",How often do you think about ethics? Data ethics is both an imperative and an opportunity. Find out how it can support governance and monetisation today!
https://www.alation.com/blog/cloud-data-warehouse-migration-101/,"Cloud Data Warehouse Migration 101: Expert Tips | Alation",The cloud is no longer synonymous with risk. Find out all you need to know about cloud data warehouse migrations with our expert tips. Learn more today!
https://www.alation.com/blog/data-analyst-guide-data-catalog/,"A Data Analyst’s Guide to the Data Catalog | Alation",How does a data analyst benefit from a data catalog? This guide explores where a catalog intersects with the analyst workflow. Come learn with us today!
https://www.alation.com/blog/alation-2022-1-release/,"Alation 2022.1: Customize Your Data Catalog | Alation","Alation's latest release, Alation 2022.1, is here! Learn all about the key features that will empower your organization to build intelligence around data today!"
https://www.alation.com/blog/collaboration-and-crowdsourcing-with-data-cataloging/,"Collaboration and Crowdsourcing with Data Cataloging | Alation",The process of getting people to actively participate in data management activities is a barrier to building a strong data culture. A data catalog helps break through the barrier with collaboration and crowdsourcing. Learn more.
https://www.alation.com/blog/right-data-governance-approach/,"The Right Approach to Data Governance | Alation","In his 3rd blog of this series, Bob Seiner addresses how to select and adopt an approach to data governance that best suits your organization. Read now."
https://www.alation.com/blog/how-governance-supports-security/,"The Cloud Connection: How Governance Supports Security | Alation",Moving data to the cloud can bring immense operational benefits. Find out how you can connect governance and security with Alation's help today.
https://www.alation.com/blog/discussing-analyst-productivity/,"Alation 2020.4: Discussing Analyst Productivity with Andrea Levy, Data Science Lead at Alation | Alation","Learn about the data profiling, analytics, and lineage changes in Alation's 2020.4 release in this interview with Andrea Levy, Alation's Data Science Lead."
https://www.alation.com/blog/getting-users-data-faster/,"Alation 2021.1: Getting users to the data they need, faster | Alation","In the newest release, Alation 2021.1, Alation takes big steps to further accelerate onboarding and adoption. Read this blog to learn more."
https://www.alation.com/blog/data-governance-program/,"Data Governance Program: Ensuring a Successful Delivery | Alation",What do CIOs think is most required to deliver a successful data governance program? We got you covered. Keep reading to learn more today.
https://www.alation.com/blog/alation-leader-2022-idc-marketscape/,"Alation Named a Leader in the 2022 IDC MarketScape | Alation","We’re proud to be a pioneer of the modern data catalog and a designated leader, for the second consecutive time, in the 2022 IDC MarketScape. Learn more today!"
https://www.alation.com/blog/cdo-tips-data-radicals-podcast/,"CDO Tips from the Data Radicals Podcast | Alation","During the first season of the Data Radicals podcast, host & Alation CEO Satyen Sangani spoke to some of the leading voices in data. Learn more from them today!"
https://www.alation.com/blog/developing-a-data-strategy/,4 Key Tips in Developing a Data Strategy (Tip #1 is Crucial),Developing a data strategy is never as easy as it seems. Keep reading to find out 4 key tips you'll need to get your organization data ready!
https://www.alation.com/blog/alation-engineer-interview/,"My Journey as an Alation Engineer | Alation","Michael is one our most senior software engineers, having joined the company in 2014. Keep reading to learn more about his experience as an Alation Engineer!"
https://www.alation.com/blog/how-alationauts-support-rise-against-hunger/,"How Alationauts Support Rise Against Hunger | Alation","We recently joined forces with the non-profit charity, Rise Against Hunger, to contribute in the fight against global hunger. Keep reading to learn more!"
https://www.alation.com/blog/alation-uk-best-workplaces-for-women-2022/,Alation Named One of the UK’s Best Workplaces for Women 2022,We’re thrilled to announce that Alation has been named one of the UK’s best workplaces for women by Great Place to Work UK®! Learn more about it today!
https://www.alation.com/blog/reasons-why-engineers-love-alation/,"3 Reasons Why Engineers Love Alation | Alation",Are you wanting to jumpstart your engineering career and don't know where to start? Look no further! Find out why engineers love working at Alation today.
https://www.alation.com/blog/why-i-joined-alation-sr-software-engineer/,"Why I Joined Alation: Sr Software Engineer’s Perspective | Alation","Why did I, a Sr. Software Engineer, decide to work at Alation specifically? My decision boiled down to 2 key areas. Keep reading to learn about them today!"
https://www.alation.com/blog/crisis-in-ukraine-alation-response/,"Crisis in Ukraine: How Alation is Responding | Alation","Our CEO, Satyen Sangani, speaks up on how Alation is responding to the crisis in Ukraine. Keep reading to learn how we're showing our support."
https://www.alation.com/blog/why-company-culture-matters-women-at-alation/,"Why Company Culture Matters: Q&A With Women at Alation | Alation","To celebrate International Women’s Day, we sought to recognize some incredible women within Alation. Find out why company culture matters in this Q&A session!"
https://www.alation.com/blog/alation-add-three-critical-roles-to-growing-customer-success-team/,"Alation Adds Three Critical Roles to Growing Customer Success Team | Alation","Today, Alation announces three fantastic additions to our Customer Success Team. Learn more about these new team members."
https://www.alation.com/blog/finding-passion-alation-internship/,"Finding My Passion: My Internship at Alation | Alation",Curious to learn more about what it’s like to work at Alation? Discover how a recent graduate found his passion and career path in marketing from his Alation internship.
https://www.alation.com/blog/lgbtq-history-month-spotlight/,"LGBTQ History Month: A Look Back and the Importance of Community at Alation | Alation",Alation's own Claire Saitta puts a spotlight on LGBTQ History month and highlights the progress Alation has made towards supporting its external and internal LGBTQ+ community.
https://www.alation.com/blog/data-catalog-led-data-governance/,"The Value of Catalog-Led Data Governance | Alation",Catalog-led data governance establishes the business value of data governance with the help of a data catalog. Learn more.
https://www.alation.com/blog/alation-sodc-conflict-between-growth-and-governance/,"Alation State of Data Culture Report: The Conflict Between Growth and Governance | Alation","The fourth quarterly Alation State of Data Culture report was just released, highlighting that generating revenue ranks as the top business driver of data and analytics initiatives. Read the report breakdown."
https://www.alation.com/blog/analytics-governance-data-intelligence/,"Analytics and Governance, Two Sides of the Data Intelligence Coin | Alation",Data & analytics and data governance are two sides of the same coin — and that coin is Data Intelligence. Read our new blog to learn more.
https://www.alation.com/blog/dresner-wisdom-of-crowds-report-alation-sixth-win/,"Alation Is Dresner's Wisdom of Crowds Report 6x Leader | Alation",Alation has been named the #1 data catalog in Dresner’s latest Wisdom of Crowds report for the sixth consecutive year! Keep reading to learn more!
https://www.alation.com/blog/alation-uk-best-workplaces-in-tech-2022/,Why Alation Is One of UK's Best Workplaces™ in Tech 2022,Alation is one of UK's Best Workplaces™ in Tech 2022! Keep reading to find out what makes Alation a great workplace for our UK-based employees.
https://www.alation.com/blog/alation-centaur-status/,"$100M+ ARR: Alation Achieves Centaur Status | Alation","Alation has surpassed the $100M ARR mark, making it a Centaur. Click here to learn more about Alation's market and what the future holds for us moving forward."
https://www.alation.com/blog/the-peoples-data-catalog/,"The People’s Data Catalog: Alation Featured as Top Choice in Eckerson’s Latest Report | Alation","In this blog, Mitesh Shah unpacks a few key insights from the latest report from Eckerson Group. Read it today!"
https://www.alation.com/blog/big-data-and-business-transformation-improved-cx/,Did Big Data Deliver Business Transformation & Improved CX?,How much value have organizations derived from big data? Keep reading to learn if big data deliver business transformation and improved CX today.
https://www.alation.com/blog/data-for-the-holidays/,"Santa Reins in his Data to Deliver the Holidays | Alation","If you think your holiday season is busy, consider the demands at the Big Syndicate up north! Find out how Santa shapes up his data for the holidays today."
https://www.alation.com/blog/quantitative-vs-qualitative-data/,"What’s the Difference: Quantitative vs Qualitative Data | Alation","Quantitative data provides objective metrics, while qualitative data is more indicative of people’s feelings and opinions. Learn more about the differences and common analysis types."
https://www.alation.com/blog/data-scientist-guide-data-catalog/,"The Data Scientist’s Guide to the Data Catalog | Alation","Too often, data scientists are pricy data plumbers, spending 80% of their time just finding & profiling. Find out how you can benefit from a data catalog today."
https://www.alation.com/blog/alation-8-top-rankings-barc-data-management-survey-23/,Alation Earns 8 Top Rankings in BARC Data Management Survey 23,Alation outpaced its rivals by achieving 8 top rankings and more in BARC Data Management Survey 23. Keep reading to learn more about this new milestone!
https://www.alation.com/blog/data-mesh-architecture/,"Data Mesh Architecture and the Role of the Data Catalog | Alation","While data fabric takes a product-and-tech-centric approach, data mesh takes a completely different perspective. Learn more about data mesh architecture today."
https://www.alation.com/blog/what-is-digital-transformation/,"What Is Digital Transformation? | Alation","In this blog we define digital transformation, why it’s important, the different types, and the benefits and challenges they present to businesses."
https://www.alation.com/blog/accessibility-intelligence-elevated/,"Accessibility - Part 2: Intelligence Elevated Equation | Alation","In a previous blog post, we dove into the concept of Intelligence Elevated. This time, we'll focus on accessibility and how that access is achieved! Learn more."
https://www.alation.com/blog/implementing-alation-data-catalog-guide/,"Implementing Alation’s data catalog: A How-To-Guide | Alation","In this blog, we will outline what you need to do from Day 1 to harness the full benefits of Alation's data catalog into your company. Learn more."
https://www.alation.com/blog/why-data-culture-made-me-pack-a-space-suit-and-head-to-orlando/,"Why Data Culture Made Me Pack a Space Suit and Head to Orlando | Alation","We have Big Data and AI technology, but we don’t have the data culture to succeed with that technology. Learn how to build a data culture that makes your technology succeed."
https://www.alation.com/blog/what-is-data-classification/,"What is Data Classification? Guidelines, Types, & More | Alation",Data classification is the process of analyzing and organizing structured and unstructured data. Learn how Alation helps automate the mapping and categorization of data.
https://www.alation.com/blog/what-is-alation-connected-sheets/,"What Is Alation Connected Sheets? Q&A with the Creators | Alation","What is Alation Connected Sheets anyway? We sat down with the creators, Krishna Bhat and Sathish Raju, for a Q&A session. Click here to dive right in!"
https://www.alation.com/blog/alation-2022-4-alation-connected-sheets-release/,"Alation 2022.4: Introducing Alation Connected Sheets | Alation","Alation is excited to unveil Alation Connected Sheets, a new functionality that brings trusted, fresh data directly to spreadsheet users. Learn more!"
https://www.alation.com/blog/two-new-product-leaders-growing-team/,"We Added Two New Product Leaders to our Growing Team | Alation","We're thrilled to share that we’ve added two new, seasoned leaders to the Alation Product Team! Learn more about these new team members today!"
https://www.alation.com/blog/databricks-data-ai-summit-2022-recap/,"Databricks’ Data + AI Summit 2022: Event Recap | Alation","As a proud Databricks partner, Alation joined the data and analytics community at the Databricks' Data+AI Summit 2022 in San Francisco. Learn more today!"
https://www.alation.com/blog/alation-joins-hpe-pathfinder-club/,"Alation Joins the HPE Pathfinder Club | Alation","Alation joins the HPE Pathfinder club! Together, we will inspire innovation. Keep reading to learn how today!"
https://www.alation.com/blog/how-alation-snowflake-integrate-cloud-data-management-framework-cdmc/,"How Alation & Snowflake Integrate the Cloud Data Management Framework (CDMC) |Alation",Alation helped create key controls and design patterns for the cloud data management framework (CDMC) by leveraging the power of the data catalog. Discover how.
https://www.alation.com/blog/revalation-london-2022-recap/,"revAlation London Recap: We Came, We Saw, We Collaborated","This year’s revAlation London was a fully engaging experience for the EMEA data community. Click here to see how we came, saw, and collaborated!"
https://www.alation.com/blog/alation-10-years-goat-of-data-catalogs/,"10 Years Later: Who's the GOAT of Data Catalogs? | Alation","If you follow professional sports, you’re likely familiar with GOATs (Greatest Of All Time), but who is the GOAT of data catalogs? Let's dive in to find out."
https://www.alation.com/blog/alation-and-dbt-partnership/,Alation & dbt Partner to Capture Valuable Transformation Metadata,Alation is pleased to announce a partnership with dbt. This partnership will bring dbt data into the Alation data catalog. Click here to learn more!
https://www.alation.com/blog/why-digital-transformations-fail/,8 Reasons Why Digital Transformations Fail (11 CIOs Weigh In),"Most digital transformations fail, but why? We've asked several CIOs for their thoughts on what could go wrong — and how to avoid these mistakes. Learn more!"
https://www.alation.com/blog/how-does-a-data-catalog-work/,"How does a data catalog work? | Alation","What is a data catalog, and how does it work? Read this blog to learn the top four benefits a data catalog brings to an organization."
https://www.alation.com/blog/data-catalog-and-master-data-management/,"Data Catalog First, Master Data Management Second: Here’s Why",Find out why implementing a data catalog first will make the implementation of a Master Data Management (MDM) more successful. Learn more.
https://www.alation.com/blog/defining-data-acquisition-and-why-it-matters/,"Defining Data Acquisition and Why it Matters | Alation","Data acquisition is the processes for bringing data that has been created by a source outside the organization, into the organization, for production use. Learn more."
https://www.alation.com/blog/data-catalog-and-data-risk-management/,"How A Data Catalog Enhances Data Risk Management | Alation","No matter where you reside, it seems as if significant data breaches happen almost weekly. Find out how a data catalog enhances data risk management today."
https://www.alation.com/blog/a-data-architects-guide-to-the-data-catalog/,"A Data Architect’s Guide to the Data Catalog | Alation","Dave Wells, senior analyst at Eckerson Group, details the role of the data catalog in modern data architecture."
https://www.alation.com/blog/metadata-management-best-practices/,"Top 5 Best Practices for Metadata Management | Alation","When developing an enterprise metadata management strategy, there are several crucial principles you must follow to get the most effective results."
https://www.alation.com/blog/strategies-on-implementing-a-data-catalog/,"Data Catalog Implementation: Strategy & Advice | Alation",There Are Several Factors to Note When Considering How to Implement a Data Catalog. Here Are Some Ideas and Tips for Your Business's Data Catalog Strategy.
https://www.alation.com/blog/new-partner-program-ocf/,"Alation Launches New Partner Program: OCF | Alation",We are excited to announce the new Partner Program for the Open Connector Framework. Learn more on how OCF supports a wide variety of data integration!
https://www.alation.com/blog/how-data-governance-gives-texas-mutual-competitive-edge/,"How Data Governance Gives Texas Mutual Insurance Company a Competitive Edge | Alation","In this blog, Chris Atkinson, partner CTO at Snowflake, shares his top three takeaways from customer Texas Mutual Insurance Company’s success story."
https://www.alation.com/blog/data-governance-starting-data-catalog/,"Data Governance: Starting Quickly with a Data Catalog | Alation","In the final blog of this series, Bob Seiner lays out how to get started quickly with data governance. Read the blog today."
https://www.alation.com/blog/data-governance-in-manufacturing/,"Data Governance in the Manufacturing Industry | Alation",Curious on how to implement data governance in the manufacturing industry? We got you covered. Learn how to run the right data practices today!
https://www.alation.com/blog/alation-data-governance-app-service-offering/,"Our New Data Governance App & Supporting Service Offering | Alation",Alation reveals a brand new robust data governance app that empowers business leaders to lead governance efforts with confidence. Learn more.
https://www.alation.com/blog/using-data/,"How to Build a Data Strategy with a Data Catalog | Alation",Learn how enterprise data can become more accessible & usable with a strong management platform & how this benefits your organization’s data users.
https://www.alation.com/blog/alation-2022-highlights/,"Alation’s 2022 in Review: Accomplishments & Highlights | Alation","With the dawn of a new year right around the corner, let’s look back on some of the highlights of Alation’s 2022. Dive right in to learn more."
https://www.alation.com/blog/key-features-of-a-data-catalog-tool/,"What Features Do You Need in A Successful Data Catalog? | Alation",Data Catalogs Are Essential for Organizations Who Struggle To Manage Their Data. Learn About the Must-Have Features in a Successful Data Catalog.
https://www.alation.com/blog/gartner-data-and-analytics-summit-2022-london/,"Gartner Data & Analytics Summit 2022: 3 Key Takeaways | Alation","Alation attended last week’s Gartner Data and Analytics Summit in London from May 9 - 11, 2022. Let’s dive into the key takeaways from the week."
https://www.alation.com/blog/intelligence-elevated/,"What Is Intelligence Elevated? Unraveling the Concept | Alation",What is Intelligence Elevated? Let's unravel this concept to learn how using the right data benefits an organization. Learn more.
https://www.alation.com/blog/driving-data-catalog-adoption/,"Driving Data Catalog Adoption | Alation",Many organizations find data catalog adoption to be among the biggest challenges to data catalog success. Understanding the causes of resistance and developing an adoption plan helps to overcome these challenges. Learn more.
https://www.alation.com/blog/alation-2022-3-alation-anywhere-release/,Alation 2022.3: Alation Anywhere Connecting the Modern Data Stack,"Our latest release, 2022.3 Alation Anywhere, is here! Keep reading to learn how to extend data intelligence directly to the tools in your modern data stack."
https://www.alation.com/blog/modern-data-stack-explained/,"The Modern Data Stack Explained: What The Future Holds | Alation","Curious to know all about the modern data stack and what's in store for the future? We've got it all covered here. Don't miss out, learn more today!"
https://www.alation.com/blog/alation-data-team-uses-modern-data-stack/,"How Alation’s Data Team Uses the Modern Data Stack | Alation",Curious to know how Alation's Data Team uses the modern data stack to power insights? Look no further! We've got the answers for you! Learn more.
https://www.alation.com/blog/make-data-governance-fun/,"What Does It Mean to ""Make Data Governance Fun""? | Alation","The words “data governance” and “fun” are seldom spoken together. So, what does it mean to ""Make Data Governance Fun""? Keep reading to find out."
https://www.alation.com/blog/starting-the-data-intelligence-project/,"Why We Started the Data Intelligence Project | Alation","Alation launched the Data Intelligence Project in the summer of 2021 to train the next generation of data leaders. Keep reading to learn the ""why"" behind it."
https://www.alation.com/blog/treasure-map-snowflake-data-cloud/,"Why We’re the Treasure Map to the Snowflake Data Cloud | Alation","Curious as to why we're the treasure map to Snowflake Data Cloud? We got you. Find out why Alation marks the ""X"" in data today!"
https://www.alation.com/blog/data-culture-gap-report/,"The Data Culture Gap: Q1 2022 State of Data Culture Report | Alation",What’s a common trait of businesses that hit revenue targets? They all prioritize a data culture. But where are the data culture gaps? Find out today!
https://www.alation.com/blog/snowflake-summit-2022-recap-key-takeaways/,"Snowflake Summit 2022 Recap: 3 Key Takeaways | Alation",Last week Alation's team joined data leaders from all over the world for Snowflake Summit 2022 in Las Vegas. Click here to get a recap of our 3 key takeaways!
https://www.alation.com/blog/alation-series-e-funding/,"Three Investors Share the Story Behind Alation’s Series E | Alation","Alation raises $123 at a $1.7B+ valuation led by Thoma Bravo, Sanabil and Costanoa Ventures. Click here to learn why these three investors picked Alation."
https://www.alation.com/blog/alation-and-fivetran-partner-visibility-modern-data-stack/,Alation & Fivetran: Bringing Visibility to the Modern Data Stack,"Alation is pleased to launch a new strategic partnership with Fivetran, the leader in modern data integration. Learn more about this new integration!"
https://www.alation.com/blog/modern-data-management-trends-with-sanjeev-mohan/,"Fabrics, Meshes & Stacks, oh my! Q&A with Sanjeev Mohan | Alation","In this blog, we'll be examining the underlying trends driving modern data management with Sanjeev Mohan, the former VP Analyst at Gartner. Learn more today!"
https://www.alation.com/blog/why-cloud-data-governance-is-critical/,"Why Cloud Data Governance is Critical: 9 Key Principles | Alation",Cloud data governance is critical to the success of any organization. Learn the key capabilities for introducing a cloud data governance solution.
https://www.alation.com/blog/machine-learning-data-catalog/,"What is a Machine Learning Data Catalog (MLDC)? | Alation","Machine learning data catalogs leverage AI, but take their cues from real human behavior. Learn more about the benefits of using a MLDC."
https://www.alation.com/blog/successful-data-product-managers-have-in-common/,7 Things All Successful Data Product Managers Have In Common,This post will unpack the top 7 traits that successful data product managers have in common. Sounds exciting? Let's start!
https://www.alation.com/blog/what-is-data-quality-why-is-it-important/,"What Is Data Quality and Why Is It Important? | Alation",Businesses need access to quality data to increase productivity and execute key strategies. Learn how to achieve data quality with Alation.
https://www.alation.com/blog/data-modernization/,"What Is Data Modernization? 5 Benefits Worth Knowing | Alation",Curious on what data modernization is? How can it benefit you? We've got you covered. Keep reading to learn how data modernization is being used today!
https://www.alation.com/blog/cloud-native-vs-cloud-enabled/,"Cloud Native vs. Cloud Enabled vs. Cloud-Based: What's the Difference? | Alation",Nowadays it is essential to operate your business on the cloud. But what type of cloud platform is best for you: Cloud-Native or Cloud Enabled or Cloud Based?
https://www.alation.com/blog/data-lineage-through-the-decades/,"Data Lineage Through the Decades: Where It's Going | Alation","20 yrs ago, I saw into the future. The data lineage future. Learn more about data lineage through the decades: where it's been, where it's going, and more."
